dataset_data_id,dataset_data_title,dataset_data_id_refer,dataset_data_subtitle1,dataset_data_subtitle2,dataset_data_subtitle3,dataset_data_subtitle4,main
1617,"ต. ตำหนักธรรม อ. หนองม่วงไข่ จ. แพร่ 54170",152,"\N","\N","\N","\N","\N"
1618,"ต. คอกกระบือ อ. ปะนาเระ จ. ปัตตานี 94130",152,"\N","\N","\N","\N","\N"
1619,"ต. สวนป่าน อ. เมืองนครปฐม จ. นครปฐม 73000",152,"\N","\N","\N","\N","\N"
1620,"ต. ท่าช้าง อ. นครหลวง จ. พระนครศรีอยุธยา 13260",152,"\N","\N","\N","\N","\N"
1621,"ต. ดอนทราย อ. บ้านโพธิ์ จ. ฉะเชิงเทรา 24140",152,"\N","\N","\N","\N","\N"
1622,"ต. คลองน้ำเค็ม อ. แหลมสิงห์ จ. จันทบุรี 22190",152,"\N","\N","\N","\N","\N"
1623,"ต. ดอนทราย อ. ปากพะยูน จ. พัทลุง 93120",152,"\N","\N","\N","\N","\N"
1624,"ต. เก้าเลี้ยว อ. เก้าเลี้ยว จ. นครสวรรค์ 60230",152,"\N","\N","\N","\N","\N"
1625,"ต. ตลาดไชยา อ. ไชยา จ. สุราษฎร์ธานี 84110",152,"\N","\N","\N","\N","\N"
1626,"ต. คูหาสวรรค์ อ. เมืองพัทลุง จ. พัทลุง 93000",152,"\N","\N","\N","\N","\N"
1627,"แขวง หนองบอน เขต ประเวศ กรุงเทพมหานคร 10250",152,"\N","\N","\N","\N","\N"
1628,"ต. กุดฉิม อ. ธาตุพนม จ. นครพนม 48110",152,"\N","\N","\N","\N","\N"
1629,"ต. บ่อยาง อ. เมืองสงขลา จ. สงขลา 90000",152,"\N","\N","\N","\N","\N"
1630,"ต. แม่ทอม อ. บางกล่ำ จ. สงขลา 90110",152,"\N","\N","\N","\N","\N"
1631,"ต. บางปะหัน อ. บางปะหัน จ. พระนครศรีอยุธยา 13220",152,"\N","\N","\N","\N","\N"
1632,"ต. หน้าประดู่ อ. พานทอง จ. ชลบุรี 20160",152,"\N","\N","\N","\N","\N"
1633,"ต. หลักสอง อ. บ้านแพ้ว จ. สมุทรสาคร 74120",152,"\N","\N","\N","\N","\N"
1634,"ต. นาแซง อ. หล่มเก่า จ. เพชรบูรณ์ 67120",152,"\N","\N","\N","\N","\N"
1635,"ต. วัดป่า อ. หล่มสัก จ. เพชรบูรณ์ 67110",152,"\N","\N","\N","\N","\N"
1636,"ต. ตลิ่งชัน อ. เมืองสระบุรี จ. สระบุรี 18000",152,"\N","\N","\N","\N","\N"
1637,"ต. บางรัก อ. เมืองตรัง จ. ตรัง 92000",152,"\N","\N","\N","\N","\N"
1638,"ต. ม่วงลาด อ. จังหาร จ. ร้อยเอ็ด 45000",152,"\N","\N","\N","\N","\N"
1639,"ต. กุดป่อง อ. เมืองเลย จ. เลย 42000",152,"\N","\N","\N","\N","\N"
1640,"ต. บางพลี อ. บางไทร จ. พระนครศรีอยุธยา 13190",152,"\N","\N","\N","\N","\N"
1641,"ต. ท่าสะอ้าน อ. บางปะกง จ. ฉะเชิงเทรา 24130",152,"\N","\N","\N","\N","\N"
1642,"ต. ควน อ. ปะนาเระ จ. ปัตตานี 94190",152,"\N","\N","\N","\N","\N"
1643,"ต. บ้านร่อม อ. ท่าเรือ จ. พระนครศรีอยุธยา 13130",152,"\N","\N","\N","\N","\N"
1644,"ต. แม่ยม อ. เมืองแพร่ จ. แพร่ 54000",152,"\N","\N","\N","\N","\N"
1645,"ต. ถลุงเหล็ก อ. โคกสำโรง จ. ลพบุรี 15120",152,"\N","\N","\N","\N","\N"
1646,"ต. บางเมือง อ. เมืองสมุทรปราการ จ. สมุทรปราการ 10270",152,"\N","\N","\N","\N","\N"
1647,"ต. บางขันแตก อ. เมืองสมุทรสงคราม จ. สมุทรสงคราม 75000",152,"\N","\N","\N","\N","\N"
1648,"ต. หอมเกร็ด อ. สามพราน จ. นครปฐม 73110",152,"\N","\N","\N","\N","\N"
1649,"ต. เนินแจง อ. เมืองอุทัยธานี จ. อุทัยธานี 61000",152,"\N","\N","\N","\N","\N"
1650,"ต. ราตาปันยัง อ. ยะหริ่ง จ. ปัตตานี 94150",152,"\N","\N","\N","\N","\N"
1651,"ต. ทุ่งท่าช้าง อ. สระโบสถ์ จ. ลพบุรี 15240",152,"\N","\N","\N","\N","\N"
1652,"ต. ดอนทราย อ. โพธาราม จ. ราชบุรี 70120",152,"\N","\N","\N","\N","\N"
1653,"ต. บ้านช้าง อ. พนัสนิคม จ. ชลบุรี 20140",152,"\N","\N","\N","\N","\N"
1654,"ต. ร่องคำ อ. ร่องคำ จ. กาฬสินธุ์ 46210",152,"\N","\N","\N","\N","\N"
1655,"ต. ไก่เส่า อ. หนองแซง จ. สระบุรี 18170",152,"\N","\N","\N","\N","\N"
1656,"ต. บางเจ้าฉ่า อ. โพธิ์ทอง จ. อ่างทอง 14120",152,"\N","\N","\N","\N","\N"
1657,"ต. ดอนหวาย อ. โนนสูง จ. นครราชสีมา 30160",152,"\N","\N","\N","\N","\N"
1658,"ต. คอกกระบือ อ. เมืองสมุทรสาคร จ. สมุทรสาคร 74000",152,"\N","\N","\N","\N","\N"
1659,"ต. บาราเฮาะ อ. เมืองปัตตานี จ. ปัตตานี 94000",152,"\N","\N","\N","\N","\N"
1660,"ต. เจ็ดเสมียน อ. โพธาราม จ. ราชบุรี 70120",152,"\N","\N","\N","\N","\N"
1661,"ต. บ้านปทุม อ. สามโคก จ. ปทุมธานี 12160",152,"\N","\N","\N","\N","\N"
1662,"แขวง บางซื่อ เขต บางซื่อ กรุงเทพมหานคร 10800",152,"\N","\N","\N","\N","\N"
1663,"ต. หนองยวง อ. เวียงหนองล่อง จ. ลำพูน 51120",152,"\N","\N","\N","\N","\N"
1664,"ต. ปากดุก อ. หล่มสัก จ. เพชรบูรณ์ 67110",152,"\N","\N","\N","\N","\N"
1665,"ต. บางสระเก้า อ. แหลมสิงห์ จ. จันทบุรี 22190",152,"\N","\N","\N","\N","\N"
1666,"ต. เหมืองแก้ว อ. แม่ริม จ. เชียงใหม่ 50180",152,"\N","\N","\N","\N","\N"
1667,"ต. ปากน้ำกระแส อ. แกลง จ. ระยอง 21170",152,"\N","\N","\N","\N","\N"
1668,"ต. ปิยามุมัง อ. ยะหริ่ง จ. ปัตตานี 94150",152,"\N","\N","\N","\N","\N"
1669,"ต. เชียงรากน้อย อ. สามโคก จ. ปทุมธานี 12160",152,"\N","\N","\N","\N","\N"
1670,"ต. เมืองเก่า อ. เสาไห้ จ. สระบุรี 18160",152,"\N","\N","\N","\N","\N"
1671,"ต. ละหาร อ. สายบุรี จ. ปัตตานี 94110",152,"\N","\N","\N","\N","\N"
1672,"ต. ห้วยราชา อ. ห้วยราช จ. บุรีรัมย์ 31000",152,"\N","\N","\N","\N","\N"
1673,"ต. นครปฐม อ. เมืองนครปฐม จ. นครปฐม 73000",152,"\N","\N","\N","\N","\N"
1674,"ต. หนองน้ำส้ม อ. อุทัย จ. พระนครศรีอยุธยา 13210",152,"\N","\N","\N","\N","\N"
1675,"ต. หนองไข่น้ำ อ. หนองแค จ. สระบุรี 18140",152,"\N","\N","\N","\N","\N"
1676,"ต. สวนพริกไทย อ. เมืองปทุมธานี จ. ปทุมธานี 12000",152,"\N","\N","\N","\N","\N"
1677,"ต. บ้านกุ่ม อ. เมืองเพชรบุรี จ. เพชรบุรี 76000",152,"\N","\N","\N","\N","\N"
1678,"ต. หนองแสง อ. ประจันตคาม จ. ปราจีนบุรี 25130",152,"\N","\N","\N","\N","\N"
1679,"ต. หน้าพระธาตุ อ. พนัสนิคม จ. ชลบุรี 20140",152,"\N","\N","\N","\N","\N"
1680,"ต. ปลายโพงพาง อ. อัมพวา จ. สมุทรสงคราม 75110",152,"\N","\N","\N","\N","\N"
1681,"แขวง บางจาก เขต พระโขนง กรุงเทพมหานคร 10260",152,"\N","\N","\N","\N","\N"
1682,"ต. บ้างกลึง อ. บางไทร จ. พระนครศรีอยุธยา",152,"\N","\N","\N","\N","\N"
1683,"ต. บ้านหลวง อ. ดอนพุด จ. สระบุรี 18210",152,"\N","\N","\N","\N","\N"
1684,"ต. บางนา อ. มหาราช จ. พระนครศรีอยุธยา 13150",152,"\N","\N","\N","\N","\N"
1685,"ต. เขาขี้ฝอย อ. ทัพทัน จ. อุทัยธานี 61120",152,"\N","\N","\N","\N","\N"
1686,"ต. คลองสวน อ. บางบ่อ จ. สมุทรปราการ 10560",152,"\N","\N","\N","\N","\N"
1687,"ต. ถืมตอง อ. เมืองน่าน จ. น่าน 55000",152,"\N","\N","\N","\N","\N"
1688,"ต. กู่สันตรัตน์ อ. นาดูน จ. มหาสารคาม 44180",152,"\N","\N","\N","\N","\N"
1689,"ต. คลองประเวศ อ. บ้านโพธิ์ จ. ฉะเชิงเทรา 24140",152,"\N","\N","\N","\N","\N"
1690,"ต. ระวะ อ. ระโนด จ. สงขลา 90140",152,"\N","\N","\N","\N","\N"
1691,"ต. เสม็ด อ. เมืองชลบุรี จ. ชลบุรี 20000",152,"\N","\N","\N","\N","\N"
1692,"ต. มหาสวัสดิ์ อ. พุทธมณฑล จ. นครปฐม 73170",152,"\N","\N","\N","\N","\N"
1693,"ต. บางใหญ่ อ. บางใหญ่ จ. นนทบุรี 11140",152,"\N","\N","\N","\N","\N"
1694,"ต. ตลาด อ. เมืองนครราชสีมา จ. นครราชสีมา 30310",152,"\N","\N","\N","\N","\N"
1695,"ต. แก้วฟ้า อ. บางซ้าย จ. พระนครศรีอยุธยา 13270",152,"\N","\N","\N","\N","\N"
1696,"ต. บ้านม้า อ. บางไทร จ. พระนครศรีอยุธยา 13190",152,"\N","\N","\N","\N","\N"
1697,"ต. บ้านกรด อ. บางปะอิน จ. พระนครศรีอยุธยา 13160",152,"\N","\N","\N","\N","\N"
1698,"ต. บ้านเลน อ. บางปะอิน จ. พระนครศรีอยุธยา 13160",152,"\N","\N","\N","\N","\N"
1699,"ต. โพธิ์ม่วงพันธ์ อ. สามโก้ จ. อ่างทอง 14160",152,"\N","\N","\N","\N","\N"
1700,"ต. บ้านแหวน อ. หางดง จ. เชียงใหม่ 50230",152,"\N","\N","\N","\N","\N"
1701,"ต. บางสมัคร อ. บางปะกง จ. ฉะเชิงเทรา 24180",152,"\N","\N","\N","\N","\N"
1702,"ต. กลาง อ. เสลภูมิ จ. ร้อยเอ็ด 45120",152,"\N","\N","\N","\N","\N"
1703,"ต. นาบินหลา อ. เมืองตรัง จ. ตรัง 92170",152,"\N","\N","\N","\N","\N"
1704,"ต. หมื่นไวย อ. เมืองนครราชสีมา จ. นครราชสีมา 30000",152,"\N","\N","\N","\N","\N"
1705,"ต. ไผ่หลวง อ. ตะพานหิน จ. พิจิตร 66110",152,"\N","\N","\N","\N","\N"
1706,"ต. ไผ่จำศีล อ. วิเศษชัยชาญ จ. อ่างทอง 14110",152,"\N","\N","\N","\N","\N"
1707,"ต. บางปู อ. ยะหริ่ง จ. ปัตตานี 94150",152,"\N","\N","\N","\N","\N"
1708,"ต. หนองไผ่ล้อม อ. เมืองนครราชสีมา จ. นครราชสีมา 30000",152,"\N","\N","\N","\N","\N"
1709,"ต. จักราช อ. ผักไห่ จ. พระนครศรีอยุธยา 13280",152,"\N","\N","\N","\N","\N"
1710,"ต. บ้านค่าย อ. บ้านค่าย จ. ระยอง 21120",152,"\N","\N","\N","\N","\N"
1711,"ต. สัตหีบ อ. สัตหีบ จ. ชลบุรี 20180",152,"\N","\N","\N","\N","\N"
1712,"ต. แม่สา อ. แม่ริม จ. เชียงใหม่ 50180",152,"\N","\N","\N","\N","\N"
1713,"ต. ป่าแดด อ. เมืองเชียงใหม่ จ. เชียงใหม่ 50100",152,"\N","\N","\N","\N","\N"
1714,"ต. เนินพระ อ. เมืองระยอง จ. ระยอง 21000",152,"\N","\N","\N","\N","\N"
1715,"ต. เนินพระ อ. เมืองระยอง จ. ระยอง 21150",152,"\N","\N","\N","\N","\N"
1716,"ต. เกาะศรีบอยา อ. เหนือคลอง จ. กระบี่ 81130",152,"\N","\N","\N","\N","\N"
1717,"ต. ในเมือง อ. เมืองสุรินทร์ จ. สุรินทร์ 32000",152,"\N","\N","\N","\N","\N"
1718,"ต. แม่หล่าย อ. เมืองแพร่ จ. แพร่ 54000",152,"\N","\N","\N","\N","\N"
1719,"ต. หนองนาก อ. หนองแค จ. สระบุรี 18230",152,"\N","\N","\N","\N","\N"
1720,"ต. ภูเวียง อ. ภูเวียง จ. ขอนแก่น 40150",152,"\N","\N","\N","\N","\N"
1721,"ต. ห้วยบง อ. เฉลิมพระเกียรติ จ. สระบุรี 18000",152,"\N","\N","\N","\N","\N"
1722,"ต. ยาบี อ. หนองจิก จ. ปัตตานี 94170",152,"\N","\N","\N","\N","\N"
1723,"ต. บางนมโค อ. เสนา จ. พระนครศรีอยุธยา 13110",152,"\N","\N","\N","\N","\N"
1724,"ต. โรงเข้ อ. บ้านลาด จ. เพชรบุรี 76150",152,"\N","\N","\N","\N","\N"
1725,"ต. ท่านัด อ. ดำเนินสะดวก จ. ราชบุรี 70130",152,"\N","\N","\N","\N","\N"
1726,"ต. แสนสุข อ. เมืองชลบุรี จ. ชลบุรี 20130",152,"\N","\N","\N","\N","\N"
1727,"ต. กำแพง อ. อุทุมพรพิสัย จ. ศรีสะเกษ 33120",152,"\N","\N","\N","\N","\N"
1728,"ต. ไร่มะขาม อ. บ้านลาด จ. เพชรบุรี 76150",152,"\N","\N","\N","\N","\N"
1729,"ต. หนามแดง อ. เมืองฉะเชิงเทรา จ. ฉะเชิงเทรา 24000",152,"\N","\N","\N","\N","\N"
1730,"ต. วังเย็น อ. เมืองนครปฐม จ. นครปฐม 73000",152,"\N","\N","\N","\N","\N"
1731,"ต. ตาก้อง อ. เมืองนครปฐม จ. นครปฐม 73000",152,"\N","\N","\N","\N","\N"
1732,"ต. คลองตัน อ. บ้านแพ้ว จ. สมุทรสาคร 74120",152,"\N","\N","\N","\N","\N"
1733,"ต. บึงบูรพ์ อ. บึงบูรพ์ จ. ศรีสะเกษ 33220",152,"\N","\N","\N","\N","\N"
1734,"ต. หนองแรต อ. ยะหริ่ง จ. ปัตตานี 94150",152,"\N","\N","\N","\N","\N"
1735,"ต. ดอนหว่าน อ. เมืองมหาสารคาม จ. มหาสารคาม 44000",152,"\N","\N","\N","\N","\N"
1736,"ต. เสนา อ. อุทัย จ. พระนครศรีอยุธยา 13210",152,"\N","\N","\N","\N","\N"
1737,"ต. ท้ายตลาด อ. เมืองลพบุรี จ. ลพบุรี 15000",152,"\N","\N","\N","\N","\N"
1738,"ต. บ้านธาตุ อ. แก่งคอย จ. สระบุรี 18110",152,"\N","\N","\N","\N","\N"
1739,"ต. สองพี่น้อง อ. สองพี่น้อง จ. สุพรรณบุรี 72110",152,"\N","\N","\N","\N","\N"
1740,"ต. ม่วงตึ๊ด อ. ภูเพียง จ. น่าน 55000",152,"\N","\N","\N","\N","\N"
1741,"ต. ช้างให้ตก อ. โคกโพธิ์ จ. ปัตตานี 94120",152,"\N","\N","\N","\N","\N"
1742,"ต. น้ำจืดน้อย อ. กระบุรี จ. ระนอง 85110",152,"\N","\N","\N","\N","\N"
1743,"ต. ท่าวุ้ง อ. ท่าวุ้ง จ. ลพบุรี 15150",152,"\N","\N","\N","\N","\N"
1744,"ต. ย่านซื่อ อ. กันตัง จ. ตรัง 92110",152,"\N","\N","\N","\N","\N"
1745,"ต. ศรีพราน อ. แสวงหา จ. อ่างทอง 14150",152,"\N","\N","\N","\N","\N"
1746,"ต. ห้วยกรด อ. สรรคบุรี จ. ชัยนาท 17140",152,"\N","\N","\N","\N","\N"
1747,"ต. เกาะศาลพระ อ. วัดเพลง จ. ราชบุรี 70170",152,"\N","\N","\N","\N","\N"
1748,"ต. หนองพังค่า อ. เมืองอุทัยธานี จ. อุทัยธานี 61000",152,"\N","\N","\N","\N","\N"
1749,"ต. หนองตีนนก อ. บ้านโพธิ์ จ. ฉะเชิงเทรา 24140",152,"\N","\N","\N","\N","\N"
1750,"ต. จำปาหล่อ อ. เมืองอ่างทอง จ. อ่างทอง 14000",152,"\N","\N","\N","\N","\N"
1751,"ต. อาษา อ. บ้านนา จ. นครนายก 26110",152,"\N","\N","\N","\N","\N"
1752,"ต. ถนน อ. มายอ จ. ปัตตานี 94140",152,"\N","\N","\N","\N","\N"
1753,"ต. นครชุมน์ อ. บ้านโป่ง จ. ราชบุรี 70110",152,"\N","\N","\N","\N","\N"
1754,"ต. ท่าน้ำ อ. ปะนาเระ จ. ปัตตานี 94130",152,"\N","\N","\N","\N","\N"
1755,"ต. ปะกาฮะรัง อ. เมืองปัตตานี จ. ปัตตานี 94000",152,"\N","\N","\N","\N","\N"
1756,"ต. ลิปะสะโง อ. หนองจิก จ. ปัตตานี 94170",152,"\N","\N","\N","\N","\N"
1757,"ต. หนองปากโลง อ. เมืองนครปฐม จ. นครปฐม 73000",152,"\N","\N","\N","\N","\N"
1758,"ต. คชสิทธิ์ อ. หนองแค จ. สระบุรี 18250",152,"\N","\N","\N","\N","\N"
1759,"ต. ปงตำ อ. ไชยปราการ จ. เชียงใหม่ 50320",152,"\N","\N","\N","\N","\N"
1760,"ต. แม่แรง อ. ป่าซาง จ. ลำพูน 51120",152,"\N","\N","\N","\N","\N"
1761,"ต. ชมภู อ. สารภี จ. เชียงใหม่ 50140",152,"\N","\N","\N","\N","\N"
1762,"ต. ท่าราบ อ. เมืองราชบุรี จ. ราชบุรี 70000",152,"\N","\N","\N","\N","\N"
1763,"ต. โคกไม้ลาย อ. เมืองปราจีนบุรี จ. ปราจีนบุรี 25230",152,"\N","\N","\N","\N","\N"
1764,"ต. หนองตอง อ. หางดง จ. เชียงใหม่ 50340",152,"\N","\N","\N","\N","\N"
1765,"ต. บ้านควน อ. เมืองตรัง จ. ตรัง 92000",152,"\N","\N","\N","\N","\N"
1766,"ต. แดนชุมพล อ. สอง จ. แพร่ 54120",152,"\N","\N","\N","\N","\N"
1767,"ต. พิมพา อ. บางปะกง จ. ฉะเชิงเทรา 24180",152,"\N","\N","\N","\N","\N"
1768,"ต. แหลมทราย อ. หลังสวน จ. ชุมพร 86110",152,"\N","\N","\N","\N","\N"
1769,"ต. หนองหงษ์ อ. พานทอง จ. ชลบุรี 20160",152,"\N","\N","\N","\N","\N"
1770,"ต. ท่าอิฐ อ. เมืองอุตรดิตถ์ จ. อุตรดิตถ์ 53000",152,"\N","\N","\N","\N","\N"
1771,"ต. คลองขนาก อ. วิเศษชัยชาญ จ. อ่างทอง 14110",152,"\N","\N","\N","\N","\N"
1772,"ต. โสธร อ. เมืองฉะเชิงเทรา จ. ฉะเชิงเทรา 24000",152,"\N","\N","\N","\N","\N"
1773,"ต. แม่ปูคา อ. สันกำแพง จ. เชียงใหม่ 50130",152,"\N","\N","\N","\N","\N"
1774,"ต. สองห้อง อ. บ้านแพรก จ. พระนครศรีอยุธยา 13240",152,"\N","\N","\N","\N","\N"
1775,"ต. หย่วน อ. เชียงคำ จ. พะเยา 56110",152,"\N","\N","\N","\N","\N"
1776,"ต. สี่คลอง อ. เมืองลพบุรี จ. ลพบุรี 15000",152,"\N","\N","\N","\N","\N"
1777,"ต. ศีรษะทอง อ. นครชัยศรี จ. นครปฐม",152,"\N","\N","\N","\N","\N"
1778,"ต. พลายชุมพล อ. เมืองพิษณุโลก จ. พิษณุโลก 65000",152,"\N","\N","\N","\N","\N"
1779,"ต. บ้านเก่า อ. หนองฉาง จ. อุทัยธานี 61110",152,"\N","\N","\N","\N","\N"
1780,"ต. กวนวัน อ. เมืองหนองคาย จ. หนองคาย 43000",152,"\N","\N","\N","\N","\N"
1781,"ต. บ่อพันขัน อ. สุวรรณภูมิ จ. ร้อยเอ็ด 45130",152,"\N","\N","\N","\N","\N"
1782,"ต. เมืองเปลือย อ. ศรีสมเด็จ จ. ร้อยเอ็ด 45000",152,"\N","\N","\N","\N","\N"
1783,"ต. บางใบไม้ อ. เมืองสุราษฎร์ธานี จ. สุราษฎร์ธานี 84000",152,"\N","\N","\N","\N","\N"
1784,"ต. คลองพระอุดม อ. ลาดหลุมแก้ว จ. ปทุมธานี 12140",152,"\N","\N","\N","\N","\N"
1785,"ต. ไชยมนตรี อ. เมืองนครศรีธรรมราช จ. นครศรีธรรมราช 80000",152,"\N","\N","\N","\N","\N"
1786,"ต. บางเดื่อ อ. เมืองปทุมธานี จ. ปทุมธานี 12000",152,"\N","\N","\N","\N","\N"
1787,"ต. เปาะเส้ง อ. เมืองยะลา จ. ยะลา 95000",152,"\N","\N","\N","\N","\N"
1788,"ต. แสมสาร อ. สัตหีบ จ. ชลบุรี 20180",152,"\N","\N","\N","\N","\N"
1789,"ต. กระแสสินธุ์ อ. กระแสสินธุ์ จ. สงขลา 90270",152,"\N","\N","\N","\N","\N"
1790,"ต. หารแก้ว อ. หางดง จ. เชียงใหม่ 50230",152,"\N","\N","\N","\N","\N"
1791,"ต. เกาะหวาย อ. ปากพลี จ. นครนายก 26130",152,"\N","\N","\N","\N","\N"
1792,"ต. ท่าไม้ อ. กระทุ่มแบน จ. สมุทรสาคร 74110",152,"\N","\N","\N","\N","\N"
1793,"ต. มายอ อ. มายอ จ. ปัตตานี 94140",152,"\N","\N","\N","\N","\N"
1794,"ต. บ้านนา อ. มหาราช จ. พระนครศรีอยุธยา 13150",152,"\N","\N","\N","\N","\N"
1795,"ต. บ้านข่อย อ. เมืองลพบุรี จ. ลพบุรี 15000",152,"\N","\N","\N","\N","\N"
1796,"ต. ไผ่วง อ. วิเศษชัยชาญ จ. อ่างทอง 14110",152,"\N","\N","\N","\N","\N"
1797,"ต. บ้านม่วง อ. บ้านโป่ง จ. ราชบุรี 70110",152,"\N","\N","\N","\N","\N"
1798,"ต. หนองควาย อ. หางดง จ. เชียงใหม่ 50230",152,"\N","\N","\N","\N","\N"
1799,"ต. ท่าพญา อ. ปะเหลียน จ. ตรัง 92140",152,"\N","\N","\N","\N","\N"
1800,"ต. สามแวง อ. ห้วยราช จ. บุรีรัมย์ 31000",152,"\N","\N","\N","\N","\N"
1801,"ต. นาหมอศรี อ. นาทวี จ. สงขลา 90160",152,"\N","\N","\N","\N","\N"
1802,"ต. ช้างน้อย อ. บางไทร จ. พระนครศรีอยุธยา 13190",152,"\N","\N","\N","\N","\N"
1803,"ต. ประจวบคีรีขันธ์ อ. เมืองประจวบคีรีขันธ์ จ. ประจวบคีรีขันธ์ 77000",152,"\N","\N","\N","\N","\N"
1804,"ต. กุฎี อ. ผักไห่ จ. พระนครศรีอยุธยา 13120",152,"\N","\N","\N","\N","\N"
1805,"ต. ไผ่พระ อ. บางไทร จ. พระนครศรีอยุธยา 13190",152,"\N","\N","\N","\N","\N"
1806,"ต. คลองขุด อ. บ้านโพธิ์ จ. ฉะเชิงเทรา 24140",152,"\N","\N","\N","\N","\N"
1807,"ต. หนองย่างชิ้น อ. เรณูนคร จ. นครพนม 48170",152,"\N","\N","\N","\N","\N"
1808,"แขวง ลาดพร้าว เขต ลาดพร้าว กรุงเทพมหานคร 10230",152,"\N","\N","\N","\N","\N"
1809,"ต. นางตะเคียน อ. เมืองสมุทรสงคราม จ. สมุทรสงคราม 75000",152,"\N","\N","\N","\N","\N"
1810,"ต. บ้านกุ่ม อ. บางบาล จ. พระนครศรีอยุธยา 13250",152,"\N","\N","\N","\N","\N"
1811,"ต. ป่าตาล อ. เมืองลพบุรี จ. ลพบุรี 15000",152,"\N","\N","\N","\N","\N"
1812,"ต. หรเทพ อ. บ้านหมอ จ. สระบุรี 18130",152,"\N","\N","\N","\N","\N"
1813,"ต. โนนสูง อ. โนนสูง จ. นครราชสีมา 30160",152,"\N","\N","\N","\N","\N"
1814,"ต. ท่าสาป อ. เมืองยะลา จ. ยะลา 95000",152,"\N","\N","\N","\N","\N"
1815,"ต. ลานตากฟ้า อ. นครชัยศรี จ. นครปฐม 73120",152,"\N","\N","\N","\N","\N"
1816,"ต. คอนทราย อ. ไม้แก่น จ. ปัตตานี",152,"\N","\N","\N","\N","\N"
1817,"ต. งิ้วราย อ. เมืองลพบุรี จ. ลพบุรี 15000",152,"\N","\N","\N","\N","\N"
1818,"ต. ยุหว่า อ. สันป่าตอง จ. เชียงใหม่ 50120",152,"\N","\N","\N","\N","\N"
1819,"ต. สามควายเผือก อ. เมืองนครปฐม จ. นครปฐม 73000",152,"\N","\N","\N","\N","\N"
1820,"ต. แม่คำมี อ. เมืองแพร่ จ. แพร่ 54000",152,"\N","\N","\N","\N","\N"
1821,"ต. คลองมะเดื่อ อ. กระทุ่มแบน จ. สมุทรสาคร 74110",152,"\N","\N","\N","\N","\N"
1822,"ต. บึงยี่โถ อ. ธัญบุรี จ. ปทุมธานี 12130",152,"\N","\N","\N","\N","\N"
1823,"ต. บ้านป้อม อ. พระนครศรีอยุธยา จ. พระนครศรีอยุธยา 13000",152,"\N","\N","\N","\N","\N"
1824,"ต. บางตะพง อ. ปากพนัง จ. นครศรีธรรมราช 80370",152,"\N","\N","\N","\N","\N"
1825,"ต. เกาะจัน อ. มายอ จ. ปัตตานี 94140",152,"\N","\N","\N","\N","\N"
1826,"ต. บางหลวง อ. เมืองปทุมธานี จ. ปทุมธานี 12000",152,"\N","\N","\N","\N","\N"
1827,"แขวง ออเงิน เขต สายไหม กรุงเทพมหานคร 10220",152,"\N","\N","\N","\N","\N"
1828,"ต. ลาดชิด อ. ผักไห่ จ. พระนครศรีอยุธยา 13120",152,"\N","\N","\N","\N","\N"
1829,"ต. ขุนพิทักษ์ อ. ดำเนินสะดวก จ. ราชบุรี 70130",152,"\N","\N","\N","\N","\N"
1830,"ต. บางตะบูนออก อ. บ้านแหลม จ. เพชรบุรี 76110",152,"\N","\N","\N","\N","\N"
1831,"ต. คูขวาง อ. ลาดหลุมแก้ว จ. ปทุมธานี 12140",152,"\N","\N","\N","\N","\N"
1832,"ต. โคกหล่าม อ. อุทุมพรพิสัย จ. ศรีสะเกษ 33120",152,"\N","\N","\N","\N","\N"
1833,"ต. บือเระ อ. สายบุรี จ. ปัตตานี 94110",152,"\N","\N","\N","\N","\N"
1834,"ต. ท่าข้าม อ. ค่ายบางระจัน จ. สิงห์บุรี 16150",152,"\N","\N","\N","\N","\N"
1835,"ต. บางเกลือ อ. บางปะกง จ. ฉะเชิงเทรา 24180",152,"\N","\N","\N","\N","\N"
1836,"ต. ดอนลาน อ. ผักไห่ จ. พระนครศรีอยุธยา 13280",152,"\N","\N","\N","\N","\N"
1837,"ต. พระงาม อ. พรหมบุรี จ. สิงห์บุรี 16120",152,"\N","\N","\N","\N","\N"
1838,"ต. กระจิว อ. ภาชี จ. พระนครศรีอยุธยา 13140",152,"\N","\N","\N","\N","\N"
1839,"ต. ปากกราน อ. พระนครศรีอยุธยา จ. พระนครศรีอยุธยา 13000",152,"\N","\N","\N","\N","\N"
1840,"ต. ขนอนหลวง อ. บางปะอิน จ. พระนครศรีอยุธยา 13160",152,"\N","\N","\N","\N","\N"
1841,"ต. รูสะมิแล อ. เมืองปัตตานี จ. ปัตตานี 94000",152,"\N","\N","\N","\N","\N"
1842,"ต. โพธิ์พระยา อ. เมืองสุพรรณบุรี จ. สุพรรณบุรี 72000",152,"\N","\N","\N","\N","\N"
1843,"ต. หนองกระทุ่ม อ. ค่ายบางระจัน จ. สิงห์บุรี 16150",152,"\N","\N","\N","\N","\N"
1844,"ต. ดงบัง อ. นาดูน จ. มหาสารคาม 44180",152,"\N","\N","\N","\N","\N"
1845,"ต. บางตลาด อ. คลองเขื่อน จ. ฉะเชิงเทรา 24110",152,"\N","\N","\N","\N","\N"
1846,"ต. พลกรัง อ. เมืองนครราชสีมา จ. นครราชสีมา 30000",152,"\N","\N","\N","\N","\N"
