id,fo_id,qt_id,qt_description,qt_unit,qt_type,qt_price,qt_discount,discount_sum,sum,total,id_promotion,date_qt,flow,save,revision,id_refer,space,price_criteria
85,0,8," -บริการยื่นขอมาตราฐาน HALAL ",1,,80000.00,0.00,0.00,0.00,80000.00,0,0000-00-00,1,0,0,63,0,0
103,0,6," ขอใบรับรองระบบคุณภาพ",3,,12000.00,2000.00,0.00,0.00,30000.00,0,0000-00-00,1,0,2,80,0,0
104,0,6," ค่าบริการ BRC",2,,14000.00,2000.00,0.00,0.00,24000.00,0,0000-00-00,1,0,2,80,0,0
108,0,10," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,0.00,36000.00,0,0000-00-00,1,0,0,85,0,0
109,0,11," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,0.00,36000.00,0,0000-00-00,1,0,0,86,0,0
113,0,1812000010," ขอใบรับรองระบบคุณภาพ",1,,12000.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,88,0,0
117,0,1905000018," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,92,0,0
118,0,1905000019," ขอใบรับรองระบบคุณภาพ",1,,12000.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,93,0,0
137,0,1905000019," -บริการยื่นขอมาตราฐาน HALAL ",1,,80000.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,2,111,0,0
138,0,1905000019," -บริการยื่นขอมาตราฐาน HALAL ",1,,80000.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,2,111,0,0
176,0,1905000021," ค่าบริการ BRC",2,,14000.00,500.00,0.00,28000.00,27500.00,0,0000-00-00,1,0,0,135,0,0
177,0,1905000021," ขอใบรับรองระบบคุณภาพ",1,,12000.00,0.00,0.00,12000.00,12000.00,0,0000-00-00,1,0,0,135,0,0
189,0,1905000023," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,36000.00,36000.00,0,0000-00-00,1,0,0,147,0,0
193,0,1905000023," ขอใบรับรองระบบคุณภาพ",3,,12000.00,300.00,0.00,36000.00,35700.00,0,0000-00-00,1,0,1,151,0,0
195,0,1905000023," ขอใบรับรองระบบคุณภาพ",3,,12000.00,500.00,0.00,36000.00,35500.00,0,0000-00-00,1,0,2,153,0,0
200,0,1906000024," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,36000.00,36000.00,0,0000-00-00,1,0,0,156,0,0
201,0,1906000024," ขอใบรับรองระบบคุณภาพ",1,,12000.00,0.00,0.00,12000.00,12000.00,0,0000-00-00,1,0,0,156,0,0
202,0,1906000024," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,36000.00,36000.00,0,0000-00-00,1,0,0,157,0,0
207,0,1906000024," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,36000.00,36000.00,0,0000-00-00,1,0,1,160,0,0
208,0,1906000024," ขอใบรับรองระบบคุณภาพ",1,,12000.00,0.00,0.00,12000.00,12000.00,0,0000-00-00,1,0,1,160,0,0
209,0,1906000024," ขอใบรับรองระบบคุณภาพ",3,,12000.00,500.00,0.00,36000.00,35500.00,0,0000-00-00,1,0,1,161,0,0
210,0,1906000025," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,36000.00,36000.00,0,0000-00-00,1,0,0,162,0,0
211,0,1905000012," -บริการยื่นขอมาตราฐาน HALAL ",1,,80000.00,200.00,0.00,80000.00,79800.00,0,0000-00-00,1,0,0,163,0,0
216,0,1906000003," แนวทางวิธีการที่ดีในการผลิตเครื่องสำอางของอาเซียน : GMP Asian",10,,12000.00,0.00,0.00,120000.00,120000.00,0,0000-00-00,1,0,0,168,0,0
218,0,1906000004," มาตรฐานคุณภาพธุรกิจค้าปลีกอาหารแห่งราชอาณาจักร :  BRC Issue 8",1,,130000.00,0.00,0.00,130000.00,130000.00,0,0000-00-00,1,0,0,170,0,0
220,0,1906000005,"    - ข้อกำหนดและการประยุกต์ใช้ : มาตรฐานอาหารฮาลาล - Food Safety Halal",1,,13000.00,0.00,0.00,13000.00,13000.00,0,0000-00-00,1,0,0,172,0,0
222,0,1906000007,"   - การบริการให้คำปรึกษาด้านอาคารโครงสร้าง สสำหรับทำระบบ BRC Issue 8",1,,9000.00,0.00,0.00,9000.00,9000.00,0,0000-00-00,1,0,0,174,0,0
223,0,1906000008,"    - ข้อกำหนดและการประยุกต์ใช้ : มาตรฐานอาหารฮาลาล - Food Safety Halal",1,,13000.00,0.00,0.00,13000.00,13000.00,0,0000-00-00,1,0,0,175,0,0
224,0,1906000006," -บริการยื่นขอมาตรฐาน HALAL ",1,,80000.00,0.00,0.00,80000.00,80000.00,0,0000-00-00,1,0,0,176,0,0
226,0,1908000010," -บริการยื่นขอมาตรฐาน HALAL ",1,,80000.00,0.00,0.00,80000.00,80000.00,0,0000-00-00,1,0,0,178,0,0
227,0,1908000010," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,36000.00,36000.00,0,0000-00-00,1,0,0,179,0,0
229,0,1908000011," พัฒนาผลิตภัณฑ์ขนมขบเคี้ยวสำหรับเด็ก  R&D",1,,50000.00,0.00,0.00,50000.00,50000.00,0,0000-00-00,1,0,0,181,0,0
230,0,1908000011," ขอใบรับรองระบบคุณภาพ",3,,12000.00,0.00,0.00,36000.00,36000.00,0,0000-00-00,1,0,0,182,0,0
233,0,1908000011," พัฒนาผลิตภัณฑ์ขนมขบเคี้ยวสำหรับเด็ก  R&D",1,,50000.00,0.00,0.00,50000.00,50000.00,0,0000-00-00,1,0,1,185,0,0
287,0,1908000027," หลักเกณฑ์ที่ดีในการผลิตอาหาร  Good Manufacturing Practice :GMP อย.",8,,12000.00,0.00,0.00,96000.00,96000.00,0,0000-00-00,1,0,0,225,0,0
295,0,1908000026," ดูแลรักษาระบบเอกสารตามระบบคุณภาพสอดคล้องตามมาตรฐาน GMP/HACCP",6,,14000.00,0.00,0.00,84000.00,84000.00,0,0000-00-00,1,0,0,233,0,0
303,0,1908000018," หลักเกณฑ์ที่ดีในการผลิตอาหาร ตามมาตรฐานสากล GMP CODEX ",8,,15000.00,0.00,0.00,120000.00,120000.00,0,0000-00-00,1,0,0,239,0,0
328,0,1908000023," การบริการคำปรึกษาแบบแปลนการผลิตและการประยุกต์ใช้หลักเกณฑ์วิธีการที่ดีในการ",0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,255,0,0
329,0,1908000023," ผลิตเครื่องสำอางค์อาเซียน GMP Cosmetic",16,,10000.00,3000.00,0.00,160000.00,157000.00,0,0000-00-00,1,0,0,255,0,0
374,0,1908000035," การตรวจติดตามภายในสำหรับระบบบริหารงานคุณภาพ  IQA Training For ISO 9001:2015",1,,15000.00,0.00,0.00,15000.00,15000.00,0,0000-00-00,1,0,0,302,0,0
377,0,1908000030," มาตรฐานคุณภาพธุรกิจค้าปลีกอาหารแห่งราชอาณาจักร British Retail Consortium : BRC lssue 8",13,,13000.00,0.00,0.00,169000.00,169000.00,0,0000-00-00,1,0,0,305,0,0
380,0,1908000014," ข้อกำหนดและการประยุกต์ใช้ : หลักสูตรการปฐมพยาบาลเบื้องต้น Basic First Aid Course",1,,12000.00,0.00,0.00,12000.00,12000.00,0,0000-00-00,1,0,0,308,0,0
385,0,1908000039," ระบบการบริหารงานคุณภาพ Quality Management System : ISO 9001:2015",10,,13000.00,0.00,0.00,130000.00,130000.00,0,0000-00-00,1,0,0,315,0,0
387,0,1908000034," ระบบการจัดการด้านความปลอดภัย Food Safety Management System :ISO22000:2018",15,,13000.00,0.00,0.00,195000.00,195000.00,0,0000-00-00,1,0,0,317,0,0
390,0,1908000024," ระบบการบริหารงานคุณภาพและการจัดทำเอกสารตามข้อกำหนด ISO/IEC 17025:2017",3,,11000.00,0.00,0.00,33000.00,33000.00,0,0000-00-00,1,0,0,320,0,0
397,0,1908000021," หลักเกณฑ์ที่ดีในการผลิตอาหาร  Good Manufacturing Practice :GMP  และ",12,,12000.00,0.00,0.00,144000.00,144000.00,0,0000-00-00,1,0,0,324,0,0
398,0,1908000021," การวิเคราะห์อันตรายและควบคุมจุดวิกฤติ  Hazard Analysis and Critical Control Point :HACCP ",0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,324,0,0
403,0,1908000020," หลักสูตรหลักเกณฑ์ที่ดีในการผลิตอาหารและวิเคราะห์อันตรายและควบคุมจุดวิกฤติ",0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,327,0,0
404,0,1908000020," GMP Codex / HACCP  1 ผลิตภัณฑ์ ",13,,12000.00,0.00,0.00,156000.00,156000.00,0,0000-00-00,1,0,0,327,0,0
407,0,1908000019," หลักเกณฑ์ที่ดีในการผลิตอาหาร ตามมาตรฐานสากล GMP CODEX ",8,,15000.00,0.00,0.00,120000.00,120000.00,0,0000-00-00,1,0,0,330,0,0
411,0,1908000017," ระบบความปลอดภัยอาหาร FSSC 22000  Food Safety System Certification : FSSA22000 5.0 ",10,,13000.00,26000.00,0.00,130000.00,104000.00,0,0000-00-00,1,0,0,334,0,0
413,0,1908000016," ระบบการจัดการด้านความปลอดภัย Food Safety Management System :ISO22000:2018",10,,13000.00,0.00,0.00,130000.00,130000.00,0,0000-00-00,1,0,0,336,0,0
436,0,1908000028," ",0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,364,0,0
456,0,1908000029," หลักเกณฑ์ที่ดีในการผลิตอาหาร  Good Manufacturing Practice :GMP  ",7,,12000.00,0.00,0.00,84000.00,84000.00,0,0000-00-00,1,0,0,384,0,0
514,0,1908000015," ระบบการจัดการด้านความปลอดภัย Food Safety Management System :ISO22000:2018",10,,13000.00,0.00,0.00,130000.00,130000.00,0,0000-00-00,1,0,0,442,0,0
515,0,1908000041," บริการขอใบอนุญาตนำหรือสั่งอาหารเข้ามาในอาณาจักร อ.7",1,,40000.00,0.00,0.00,40000.00,40000.00,0,0000-00-00,1,0,0,443,0,0
532,0,1908000043," กิจกรรมสนับสนุนการรับรองมาตรฐานผลิตภัณฑ์อินทรีย์ในระดับสากลสินค้า และผลิตภัณฑ์ของศูนย์จำหน่ายสินค้าเกษตรอินทรีย์ชุมชน",1,,149533.00,0.00,0.00,149533.00,149533.00,0,0000-00-00,1,0,0,460,0,0
553,0,1908000042," ค่าจ้างเหมาบริการดำเนินการส่งเสริมและพัฒนาหมูบ้านอินทรีย์  Organic Village ",1,,280374.00,0.00,0.00,280374.00,280374.00,0,0000-00-00,1,0,0,481,0,0
587,0,1908000041," บริการขอใบอนุญาตนำหรือสั่งอาหารเข้ามาในอาณาจักร อ.7",1,,35000.00,0.00,0.00,35000.00,35000.00,0,0000-00-00,1,0,1,513,0,0
669,0,1908000044,"บริการขอใบอนุญาตนำหรือสั่งอาหารเข้ามาในอาณาจักร อ.7",1,,50000.00,0.00,0.00,50000.00,50000.00,0,0000-00-00,1,0,0,547,0,0
670,0,1908000044,"บริการขอจดทะเบียน/จดแจ้งรายละเอียดดารหาร (สบ.5)  2ผลิตภัณฑ์   เกลือและน้ำตาล",1,,20000.00,0.00,0.00,20000.00,20000.00,0,0000-00-00,1,0,0,547,0,0
671,0,1908000044,ค่าเดินทางของผู้ดำเนินการ,1,,5000.00,0.00,0.00,5000.00,5000.00,0,0000-00-00,1,0,0,547,0,0
673,0,1908000045," ค่าเขียนแปลนอาคารการผลิตและไลน์การผลิตอาหาร",1,,40000.00,0.00,0.00,40000.00,40000.00,0,0000-00-00,1,0,0,549,0,0
717,0,1908000046,"วิเคราะห์มาตรฐานคุณภาพธุรกิจค้าปลีกอาหารแห่งสหราชอาณาจักร (BRC)",1,,13000.00,0.00,0.00,13000.00,13000.00,0,0000-00-00,1,0,0,569,0,0
718,0,1908000047," หลักเกณฑ์ที่ดีในการผลิตอาหาร  Good Manufacturing Practice :GMP  และ",0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,570,0,0
719,0,1908000047," การวิเคราะห์อันตรายและควบคุมจุดวิกฤติ  Hazard Analysis and Critical Control Point :HACCP ",1,,11000.00,0.00,0.00,11000.00,11000.00,0,0000-00-00,1,0,0,570,0,0
720,0,1908000047,"Allergen / สารก่อภูมิแพ้",1,,11000.00,0.00,0.00,11000.00,11000.00,0,0000-00-00,1,0,0,570,0,0
742,0,1908000048," หลักเกณฑ์ที่ดีในการผลิตอาหาร  Good Manufacturing Practice :GMP  และ การวิเคราะห์อันตรายและควบคุมจุดวิกฤติ  Hazard Analysis and Critical Control Point :HACCP ",1,,12000.00,0.00,0.00,12000.00,12000.00,0,0000-00-00,1,0,0,581,0,0
743,0,1908000048,"Inthenal Audit สำหรับ GMP/HACCP",1,,12000.00,0.00,0.00,12000.00,12000.00,0,0000-00-00,1,0,0,581,0,0
752,0,1908000049," หลักเกณฑ์ที่ดีในการผลิตอาหารสัตว์  Good Manufacturing Practice GMP  ",1,,12000.00,0.00,0.00,12000.00,12000.00,0,0000-00-00,1,0,0,590,0,0
754,0,1908000051,"มาตรฐานหลักการบริหารการจัดการความปลอดภัยในอุตสาหกรรมอาหาร ( Food Safety System Certification 22000 : FSSC 22000)  ",17,,10000.00,0.00,0.00,170000.00,170000.00,0,0000-00-00,1,0,0,592,0,0
772,0,1908000050," หลักเกณฑ์ที่ดีในการผลิตอาหาร  Good Manufacturing Practice :GMP  และ การวิเคราะห์อันตรายและควบคุมจุดวิกฤติ  Hazard Analysis and Critical Control Point :HACCP ",2,,12000.00,0.00,0.00,24000.00,24000.00,0,0000-00-00,1,0,0,604,0,0
780,0,1908000054," บริการขอใบอนุญาตนำหรือสั่งอาหารเข้ามาในอาณาจักร อ.7",1,,50000.00,0.00,0.00,50000.00,50000.00,0,0000-00-00,1,0,0,608,0,0
782,0,1908000054,"บริการขอจดทะเบียน/จดแจ้งรายละเอียดดารหาร (สบ.5)  2ผลิตภัณฑ์   เกลือและน้ำตาล",1,,20000.00,0.00,0.00,20000.00,20000.00,0,0000-00-00,1,0,0,608,0,0
783,0,1908000054,ค่าเดินทางของผู้ดำเนินการ,1,,5000.00,0.00,0.00,5000.00,5000.00,0,0000-00-00,1,0,0,608,0,0
784,0,1908000054,ค่าส่วนลด,1,,0.00,3000.00,0.00,0.00,-3000.00,0,0000-00-00,1,0,0,608,0,0
790,0,1908000053,"บริการ one stop service",1,,3000.00,0.00,0.00,3000.00,3000.00,0,0000-00-00,1,0,0,615,0,0
900,0,1909000057," หลักเกณฑ์ที่ดีในการผลิตอาหาร ตามมาตรฐานสากล GMP CODEX ",8,MD,12000.00,0.00,0.00,96000.00,96000.00,0,0000-00-00,1,0,0,703,0,0
903,0,1909000055,แนวทางวิธีการที่ดีในการผลิตเครื่องสำอางของอาเซียน,12,MD,14000.00,0.00,0.00,168000.00,168000.00,0,0000-00-00,1,0,0,705,0,0
904,0,1909000055,"บริการวางแปลน layout ให้สอดคล้องตามระบบมาตราฐาน GMP Cosmetic   ",1,MD,14000.00,0.00,0.00,14000.00,14000.00,0,0000-00-00,1,0,0,705,0,0
944,0,1909000059,<br>,0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,731,0,0
945,0,1909000059,"หลักเกณฑ์ที่ดีในการผลิตผลิตสำหรับบรรจุภัณฑ์  Good Manufacturing  for Packaging",8,MD,12000.00,0.00,0.00,96000.00,96000.00,0,0000-00-00,1,0,0,731,0,0
947,0,1909000058," หลักเกณฑ์ที่ดีในการผลิตอาหาร ตามมาตรฐานสากล GMP CODEX ",10,MD,13000.00,0.00,0.00,130000.00,130000.00,0,0000-00-00,1,0,0,733,0,0
951,0,1909000060," หลักเกณฑ์ที่ดีในการผลิตอาหาร  Good Manufacturing Practice :GMP  และ การวิเคราะห์อันตรายและควบคุมจุดวิกฤติ  Hazard Analysis and Critical Control Point :HACCP ",12,MD,15000.00,0.00,0.00,180000.00,180000.00,0,0000-00-00,1,0,0,737,0,0
954,0,1909000061," หลักเกณฑ์ที่ดีในการผลิตอาหาร  Good Manufacturing Practice :GMP อย.",8,MD,12000.00,0.00,0.00,96000.00,96000.00,0,0000-00-00,1,0,0,740,0,0
955,0,1908000052,ทดสอบ,1,MD,5000.00,0.00,0.00,5000.00,5000.00,0,0000-00-00,1,0,0,744,0,0
963,0,1909000062,,0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,747,0,0
964,0,1909000062,ค่าวิทยากร,1,รายการ,2804.00,0.00,0.00,2804.00,2804.00,0,0000-00-00,1,0,0,747,0,0
965,0,1908000013," พัฒนาผลิตภัณฑ์ขนมขบเคี้ยวสำหรับเด็ก  R&D 4 รสชาติ",1,,74000.00,0.00,0.00,74000.00,74000.00,0,0000-00-00,1,0,0,748,0,0
966,0,1908000013," 1.ข้าวสังข์หยดผสมควิ+ฟักทอง",0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,748,0,0
967,0,1908000013," 2.ข้าวกล้องหอมมะลิผสมเมล็ดแฟลกซ์+แครอท",0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,748,0,0
968,0,1908000013," 3.ข้าวสังข์หยด+บล็อกโคลี่+แซลม่อน",0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,748,0,0
969,0,1908000013," 4.ข้าวกล้องหอมมะลิ+ผักโขม+มันม่วง",0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,748,0,0
980,0,1909000063,"บริการ One Stop Service ( Prelim )",1,MD,4000.00,0.00,0.00,4000.00,4000.00,0,0000-00-00,1,0,0,754,0,0
986,0,1909000064,"บริการ One Stop Service&nbsp;",1,MD,4000.00,0.00,0.00,4000.00,4000.00,0,0000-00-00,1,0,0,760,0,0
1007,0,1909000065,ค่าใบประกาศนียบัตร,11,ใบ,100.00,0.00,0.00,1100.00,1100.00,0,0000-00-00,1,0,0,781,0,0
1150,0,1909000066,"บริการขอใบอนุญาตนำหรือสั่งอาหารเข้ามาในอาณาจักร อ.7<br>บริการขอจดทะเบียน/จดแจ้งรายละเอียดอาหาร สบ.5  6 ผลิตภัณฑ์<br>1.เห็ดหอมแห้ง<br>2.ซอลเห็ด (ซอลดำ) Black fungus sauce<br>3. เห็ดหูหนูแห้ง<br>4.Dried black fungus<br>5.Black tea<br>6.Green tea",1,รายการ,93458.00,0.00,0.00,93458.00,93458.00,0,0000-00-00,1,0,0,893,0,0
1242,0,1909000067," หลักเกณฑ์ที่ดีในการผลิตอาหาร ตามมาตรฐานสากล GMP CODEX ",8,MD,12000.00,0.00,0.00,96000.00,96000.00,0,0000-00-00,1,0,0,987,0,0
1243,0,1909000068," หลักเกณฑ์ที่ดีในการผลิตอาหาร ตามมาตรฐานสากล GMP CODEX ",8,,14000.00,0.00,0.00,112000.00,112000.00,0,0000-00-00,1,0,0,988,0,0
1249,0,1909000070,"บริการเตรียมความพร้อมเพื่อรองรับการตรวจรับรองระบบ GMP/HACCP",2,MD,13000.00,0.00,0.00,26000.00,26000.00,0,0000-00-00,1,0,0,994,0,0
1260,0,1909000069,"บริการขอใบอนุญาตนำหรือสั่งอาหารเข้ามาในอาณาจักร อ.7<br>บริการขอจดทะเบียน/จดแจ้งรายละเอียดอาหาร สบ.5  6 ผลิตภัณฑ์<br>1.เห็ดหอมแห้ง<br>2.ซอลเห็ด (ซอลดำ) Black fungus sauce<br>3. เห็ดหูหนูแห้ง<br>4.Dried black fungus<br>5.Black tea<br>6.Green tea",1,รายการ,93458.20,0.00,0.00,93458.20,93458.20,0,0000-00-00,1,0,0,1007,0,0
1296,0,1909000073,"บริการการวิเคราะห์อันตรายและควบคุมจุดวิกฤติ  Hazard Analysis and Critical Control Point :HACCP จำนวน 5 ผลิตภัณฑ์ <br>1.เม็ดโกโก้เคลือบน้ำตาล<br>2.นมอัดเม็ด<br>3.ลูกอม<br>4.เยลลี่<br>5.อมยิ้ม",10,MD,12000.00,0.00,0.00,120000.00,120000.00,0,0000-00-00,1,0,0,1043,0,0
1303,0,1909000074,"บริการขอจดทะเบียน/จดแจ้งรายละเอียดอาหารเลขนำเข้า&nbsp;<br>2 ผลิตภัณฑ์ ชาเขียว และชาดำ",1,รายการ,35000.00,0.00,0.00,35000.00,35000.00,0,0000-00-00,1,0,0,1050,0,0
1310,0,1909000075,"มาตรฐานคุรภาพธุรกิจค้าปลีกอาหารแห่งราชอาณาจักร British Retail Consortium : BRC lssue 8",15,MD,13000.00,0.00,0.00,195000.00,195000.00,0,0000-00-00,1,0,0,1057,0,0
1316,0,1909000076,"One Stop Service&nbsp;",1,รายการ,3500.00,0.00,0.00,3500.00,3500.00,0,0000-00-00,1,0,0,1064,0,0
1317,0,1909000071,"บริการขอใบอนุญาตสถานที่ผลิตอาหาร อ.2<br>บริการขอจดทะเบียน/จดแจ้งรายละเอียดดารหาร (สบ.5)  1 ผลิตภัณฑ์ ",1,รายการ,110000.00,4000.00,0.00,110000.00,106000.00,0,0000-00-00,1,0,0,1065,0,0
1329,0,1909000077,"หลักเกณฑ์ที่ดีในการผลิตอาหาร/การวิเคราะห์อันตรายและการควบคุมจุดวิกฤติ Good Manufacturing Practice :GMP/ Hazard Analysis and Critical Control Point :HACCP<br>หลักเกณฑ์ปฏิบัติที่ดีสำหรับการผลิตทุเรียนแช่เยือกแข็ง",15,MD,14000.00,0.00,0.00,210000.00,210000.00,0,0000-00-00,1,0,0,1077,0,0
1339,0,1909000078,"ขอใบอนุญาตสถานที่ผลิตอาหาร อ.2&nbsp;&nbsp;<br>และ ค่าดำเนินการเขียนแปลน",1,รายการ,100000.00,0.00,0.00,100000.00,100000.00,0,0000-00-00,1,0,0,1087,0,0
1347,0,1909000079,"ข้อกำหนดและการประยุกต์ : ระบบการจัดการด้านความปลอดภัยอาหาร ISO 22000 : 2018 ( Food Safety Management System : ISO 22000 Requirements &amp; Implementation )<br>การตรวจติดตามภายในระบบความปลอดภัยอาหาร ( IQA Training For Food Safety )",3,MD,13000.00,0.00,0.00,39000.00,39000.00,0,0000-00-00,1,0,0,1095,0,0
1361,0,1909000081,"ระบบการจัดการสิ่งแวดล้อม ( Environmental management system : ISO 14000)",10,MD,13000.00,0.00,0.00,130000.00,130000.00,0,0000-00-00,1,0,0,1110,0,0
1367,0,1909000084,"ขอใบอนุญาตสถานที่ผลิตอาหาร ( อ.2)",1,รายการ,90000.00,0.00,0.00,90000.00,90000.00,0,0000-00-00,1,0,0,1116,0,0
1377,0,1909000082,"หลักเกณฑ์ที่ดีในการผลิตสำหรับบรรจุภัณฑ์ GMP   For Packaging ",8,MD,12000.00,0.00,0.00,96000.00,96000.00,0,0000-00-00,1,0,0,1127,0,0
1394,0,1909000086,"ขอใบอนุญาตสถานที่ผลิตอาหาร ( อ.2)<br>และ ค่าดำเนินการเขียนแปลน",1,รายการ,100000.00,23000.00,0.00,100000.00,77000.00,0,0000-00-00,1,0,0,1144,0,0
1412,0,1909000087,"ขอใบอนุญาตสถานที่ผลืตอาหารกรณีไม่เข้าข่ายโรงงาน (สบ.1) และ ค่าดำเนินการเขียนแปลน",1,รายการ,90000.00,0.00,0.00,90000.00,90000.00,0,0000-00-00,1,0,0,1162,0,0
1441,0,1910000088,"การดูแลรักษาระบบคุณภาพ Qualit Syatem Maintenance&nbsp; &nbsp; ระยะเวลา 1 ปี เข้าทำงานเดือน 1 ครั้ง",12,MD,15000.00,0.00,0.00,180000.00,180000.00,0,0000-00-00,1,0,0,1191,0,0
1451,0,1910000089,"ระบบการบริหารงานคุณภาพ Quality Management System : ISO 9001:2015",10,MD,13000.00,0.00,0.00,130000.00,130000.00,0,0000-00-00,1,0,0,1202,0,0
1467,0,1910000090,"มาตรฐาน NSF ( National Sanitation Foundation )",15,MD,12000.00,0.00,0.00,180000.00,180000.00,0,0000-00-00,1,0,0,1218,0,0
1479,0,1910000091,"หลักเกณฑ์และวิธีการที่ดีในการผลิตวัตถุอันตราย Good Manufacturing practice GMP for Hazardous Substances",10,MD,12000.00,0.00,0.00,120000.00,120000.00,0,0000-00-00,1,0,0,1231,0,0
1503,0,1910000093," One Stop Service",1,รายการ,3500.00,0.00,0.00,3500.00,3500.00,0,0000-00-00,1,0,0,1259,0,0
1504,0,1910000092,"ขอใบอนุญาตนำหรือสั่งอาหารเข้ามาในอาณาจักร อ.7  <br>ขอจดทะเบียน/จดแจ้งรายละเอียดอาหาร สบ.5  1 ผลิตภัณฑ์<br>1.เห็ดดอง<br>",1,รายการ,60000.00,0.00,0.00,60000.00,60000.00,0,0000-00-00,1,0,0,1260,0,0
1512,0,1910000094,"ระบบความปลออดภัยอาหาร  FSSC 220000 Food Safety System Certification : Fssc22000 5.0",13,MD,14000.00,0.00,0.00,182000.00,182000.00,0,0000-00-00,1,0,0,1269,0,0
1523,0,1910000095," หลักเกณฑ์ที่ดีในการผลิตอาหาร ตามมาตรฐานสากล GMP CODEX ",8,MD,14000.00,0.00,0.00,112000.00,112000.00,0,0000-00-00,1,0,0,1281,0,0
1537,0,1910000096,"    มาตรฐานอาหารฮาลาล ยึดถือความถูกต้องและคุณค่าตามบัญญัติ ศาสนาอิสลาม : Halal",1,รายการ,80000.00,0.00,0.00,80000.00,80000.00,0,0000-00-00,1,0,0,1296,0,0
1549,0,1910000097,"ขอเลขสารบบนำเข้า ( เลขอย. นำเข้า&nbsp; 8 รายการ )",1,รายการ,96000.00,0.00,0.00,96000.00,96000.00,0,0000-00-00,1,0,0,1310,0,0
1557,0,1910000095," หลักเกณฑ์ที่ดีในการผลิตอาหาร ตามมาตรฐานสากล GMP CODEX ",10,MD,14000.00,0.00,0.00,140000.00,140000.00,0,0000-00-00,1,0,1,1318,0,0
1558,0,1909000078,"ขอใบอนุญาตสถานที่ผลิตอาหาร อ.2&nbsp;&nbsp;<br>และ ค่าดำเนินการเขียนแปลน",1,,100000.00,0.00,0.00,100000.00,100000.00,0,0000-00-00,1,0,1,1319,0,0
1562,0,1909000078,"ขอใบอนุญาตสถานที่ผลิตอาหาร อ.2  <br>และ ค่าดำเนินการเขียนแปลน",1,,100000.00,0.00,0.00,100000.00,100000.00,0,0000-00-00,1,0,1,1323,0,0
1569,0,1910000093,"&nbsp;One Stop Service&nbsp; &nbsp;<div>***หมายเหตุ เมื่อลูกค้าตกลงที่จะให้เราดำเนินการทำใบอนุญาตหรือระบบมาตรฐานเราจะนำไปเป็นส่วนลดในใบเสนอราคา&nbsp; 3,500 บาท***&nbsp;</div>",1,,3500.00,0.00,0.00,3500.00,3500.00,0,0000-00-00,1,0,1,1330,0,0
1584,0,1910000098,"ขอใบอนุญาตสถานที่ผลิตอาหาร อ.2  <br>และ ออกแบบเขียนแปลนอาคารโครงสร้าง",1,รายการ,100000.00,0.00,0.00,100000.00,100000.00,0,0000-00-00,1,0,0,1345,0,0
1603,0,1910000099,"ข้อกำหนดและประยุกต์ใช้การวิเคราะห์อันตรายและการควบคุมจุดวิกฤต<br> ( Hazard Analysis and Critical Control Point : HACCP) ผลิตภัณฑ์นมพาสเจอร์ไรส์ ",12,MD,10000.00,0.00,0.00,120000.00,120000.00,0,0000-00-00,1,0,0,1358,0,0
1604,0,1910000099,ออกแบบเขียนแปลนอาคารโครงสร้างให้สอดคล้องกับระบมาตรฐานHACCP,0,,0.00,0.00,0.00,0.00,0.00,0,0000-00-00,1,0,0,1358,0,0
1615,0,1910000100,"ข้อกำหนดและการประยุกต์ใช้ระบบมาตรฐานความปลอดภัยอาหาร (Food Safety System Certiflcation : FSSC22000 V.5 )",13,MD,13000.00,0.00,0.00,169000.00,169000.00,0,0000-00-00,1,0,0,1371,0,0
